Id,Tên trường,Loại hình cơ sở đào tạo,Loại trường,Cơ quan quản lý trực tiếp,Ký hiệu,Tên tiếng Anh,Website,"Tỉnh, thành phố",Được kiểm định bởi tổ chức kiểm định chất lượng giáo dục,Ngày cấp giấy chứng nhận kiểm định chất lượng,Ngày hết hạn giá trị của giấy chứng nhận kiểm định chất lượng
892,TRƯỜNG ĐẠI HỌC XÂY DỰNG MIỀN TRUNG,Trường đại học,Công lập,Bộ Xây dựng,XDT,MienTrung University of Civil Engineering,http://muce.edu.vn/,Phú Yên,CEA-UD,,22/02/2021
723,TRƯỜNG ĐẠI HỌC Y DƯỢC - ĐẠI HỌC QUỐC GIA HÀ NỘI,Trường đại học,Công lập,,QHY,VNU University of Medicine and Pharmacy,http://ump.vnu.edu.vn/,Hà Nội,,,
840,TRƯỜNG ĐẠI HỌC Y DƯỢC BUÔN MA THUỘT,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,BMU,Buon Ma Thuot University,https://bmtu.edu.vn/,Đắk Lắk,CEA-AVU&C,,26/05/2021
873,TRƯỜNG ĐẠI HỌC Y DƯỢC CẦN THƠ,Trường đại học,Công lập,Bộ Y tế,YCT,Can Tho University of Medicine - Pharmacy,http://www.ctump.edu.vn/,Cần Thơ,CEA-UD,,06/02/2018
874,TRƯỜNG ĐẠI HỌC Y DƯỢC HẢI PHÒNG,Trường đại học,Công lập,Bộ Y tế,YPB,Hai Phong Medical University,http://hpmu.edu.vn/hpmu/,Hải Phòng,CEA-AVU&C,,30/06/2018
717,TRƯỜNG ĐẠI HỌC Y DƯỢC THÁI BÌNH,Trường đại học,Công lập,Bộ Y tế,YTB,Thai Binh Medical University,http://tbump.edu.vn/,Thái Bình,CEA-AVU&C,,29/06/2018
707,"TRƯỜNG ĐẠI HỌC Y DƯỢC, ĐẠI HỌC HUẾ",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DHY,"University of Medicine and Pharmacy, Hue University",https://huemed-univ.edu.vn/,Thừa Thiên Huế,VNU-CEA,,27/03/2017
918,"TRƯỜNG ĐẠI HỌC Y DƯỢC, ĐẠI HỌC THÁI NGUYÊN",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DTY,University of Medicine and Pharmacy - Thai Nguyen University,http://tump.edu.vn/,Thái Nguyên,VNU-CEA,,25/12/2017
876,TRƯỜNG ĐẠI HỌC Y HÀ NỘI,Trường đại học,Công lập,Bộ Y tế,YHB,Hanoi Medical University,https://hmu.edu.vn/,Hà Nội,VNU-CEA,,31/08/2017
718,TRƯỜNG ĐẠI HỌC Y KHOA PHẠM NGỌC THẠCH,Trường đại học,Công lập,UBND TP. Hồ Chí Minh,TYS,Pham Ngoc Thach University of Medicine,https://www.pnt.edu.vn/,TP. Hồ Chí Minh,VNU-HCM CEA,,10/01/2023
877,TRƯỜNG ĐẠI HỌC Y KHOA TOKYO VIỆT NAM,Trường đại học,Nước ngoài,Nước ngoài,THU,Tokyo Human Health Sciences University Vietnam,https://tokyo-human.edu.vn/,Hưng Yên,,,
719,TRƯỜNG ĐẠI HỌC Y KHOA VINH,Trường đại học,Công lập,UBND tỉnh Nghệ An,YKV,Vinh Medical University,http://www.vmu.edu.vn/,Nghệ An,CEA-AVU&C,,26/05/2021
878,TRƯỜNG ĐẠI HỌC Y TẾ CÔNG CỘNG,Trường đại học,Công lập,Bộ Y tế,YTC,Hanoi University of Public Health,https://huph.edu.vn/,Hà Nội,CEA-AVU&C,,27/11/2017
960,TRƯỜNG ĐẠI HỌC YERSIN ĐÀ LẠT,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,DYD,Yersin University,https://yersin.edu.vn/,Lâm Đồng,CEA-AVU&C,,16/11/2020
797,"TRƯỜNG ĐẠI HỌC KINH TẾ, ĐẠI HỌC ĐÀ NẴNG",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DDQ,University of Economics - The University of Da Nang,https://due.udn.vn,Đà Nẵng,VNU-CEA,,14/10/2016
798,"TRƯỜNG ĐẠI HỌC NGOẠI NGỮ, ĐẠI HỌC ĐÀ NẴNG",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DDF,University of Foreign Language Studies - The University of Da Nang,http://ufl.udn.vn/,Đà Nẵng,VNU-CEA,,14/10/2016
799,"TRƯỜNG ĐẠI HỌC SƯ PHẠM KỸ THUẬT, ĐẠI HỌC ĐÀ NẴNG",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DDC,University of Technology and Education - The University of Da Nang,https://ute.udn.vn/,Đà Nẵng,,,
